Country/Region,Year-Month,Confirmed,Deaths,Recovered
Estonia,2020-12-01,612913,5139,381941
Estonia,2021-01-01,1127645,10037,807209
Estonia,2021-02-01,1495578,14034,1171685
Estonia,2021-03-01,2713051,23021,1967130
Estonia,2021-04-01,3472209,31686,2959301
Estonia,2021-05-01,3927342,37739,3665747
Estonia,2021-06-01,3916223,37975,3776010
Estonia,2021-07-01,4089066,39386,3970231
Estonia,2021-08-01,4260117,39696,516054
Estonia,2021-09-01,4455142,39637,0
Estonia,2021-10-01,4029989,33766,0
Eswatini,2020-01-01,0,0,0
Eswatini,2020-02-01,0,0,0
Eswatini,2020-03-01,75,0,0
Eswatini,2020-04-01,843,15,202
Eswatini,2020-05-01,6137,57,2454
Eswatini,2020-06-01,15782,150,8209
Eswatini,2020-07-01,50503,701,23763
Eswatini,2020-08-01,115702,2187,70448
Eswatini,2020-09-01,153585,3035,130530
Eswatini,2020-10-01,177725,3546,166012
Eswatini,2020-11-01,183907,3558,174101
Eswatini,2020-12-01,227464,4358,202597
Eswatini,2021-01-01,394910,11725,259919
Eswatini,2021-02-01,462296,17505,349096
Eswatini,2021-03-01,534337,20503,488864
Eswatini,2021-04-01,541073,20097,519371
Eswatini,2021-05-01,574123,20819,552002
Eswatini,2021-06-01,563997,20277,539466
Eswatini,2021-07-01,660062,22192,590319
Eswatini,2021-08-01,1121413,29302,86308
Eswatini,2021-09-01,1351429,35460,0
Eswatini,2021-10-01,1110499,29541,0
Ethiopia,2020-01-01,0,0,0
Ethiopia,2020-02-01,0,0,0
Ethiopia,2020-03-01,203,0,16
Ethiopia,2020-04-01,2558,73,547
Ethiopia,2020-05-01,12773,159,3842
Ethiopia,2020-06-01,106607,1683,27836
Ethiopia,2020-07-01,300942,5001,116476
Ethiopia,2020-08-01,998557,16816,390344
Ethiopia,2020-09-01,1964723,31041,775493
Ethiopia,2020-10-01,2703736,41431,1287456
Ethiopia,2020-11-01,3089373,47598,1891161
Ethiopia,2020-12-01,3653211,56506,2975040
Ethiopia,2021-01-01,4052409,62674,3609556
Ethiopia,2021-02-01,4140296,62121,3609950
Ethiopia,2021-03-01,5589105,80196,4492672
Ethiopia,2021-04-01,7079762,98823,5326662
Ethiopia,2021-05-01,8236693,123146,6797901
Ethiopia,2021-06-01,8230757,127653,7556982
Ethiopia,2021-07-01,8608593,134949,8129063
Ethiopia,2021-08-01,9043198,139666,1055174
Ethiopia,2021-09-01,9843982,152099,0
Ethiopia,2021-10-01,8537409,145251,0
Fiji,2020-01-01,0,0,0
Fiji,2020-02-01,0,0,0
Fiji,2020-03-01,47,0,0
Fiji,2020-04-01,464,0,102
Fiji,2020-05-01,558,0,449
Fiji,2020-06-01,540,0,531
Fiji,2020-07-01,765,1,558
Fiji,2020-08-01,856,36,626
Fiji,2020-09-01,944,60,762
Fiji,2020-10-01,1006,62,910
Fiji,2020-11-01,1065,60,960
Fiji,2020-12-01,1405,62,1204
Fiji,2021-01-01,1659,62,1520
Fiji,2021-02-01,1577,56,1503
Fiji,2021-03-01,2031,62,1864
Fiji,2021-04-01,2357,60,1934
Fiji,2021-05-01,6285,107,3611
Fiji,2021-06-01,52915,236,12981
Fiji,2021-07-01,489468,3336,109833
Fiji,2021-08-01,1248799,11803,36965
Fiji,2021-09-01,1480193,16623,0
Fiji,2021-10-01,1238029,15715,0
Finland,2020-01-01,3,0,0
Finland,2020-02-01,34,0,18
Finland,2020-03-01,13382,69,184
Finland,2020-04-01,99473,2863,37610
Finland,2020-05-01,190615,8784,138200
Finland,2020-06-01,212396,9750,184300
Finland,2020-07-01,226937,10188,211950
Finland,2020-08-01,240361,10323,218910
Finland,2020-09-01,265431,10175,228100
Finland,2020-10-01,403740,10849,285600
Finland,2020-11-01,596628,11184,428700
Finland,2020-12-01,973027,14735,679100
Finland,2021-01-01,1250210,19095,953000
Finland,2021-02-01,1425623,19961,1042000
Finland,2021-03-01,2109166,24597,1426000
Finland,2021-04-01,2491149,26446,1380000
Finland,2021-05-01,2790182,28853,1426000
Finland,2021-06-01,2820719,28933,1380000
Finland,2021-07-01,3102180,30311,1426000
Finland,2021-08-01,3646967,31112,184000
Finland,2021-09-01,4043566,31548,0
Finland,2021-10-01,3550834,26584,0
France,2020-01-01,30,0,0
France,2020-02-01,466,19,102
France,2020-03-01,407934,21323,52910
France,2020-04-01,3456305,486576,940782
France,2020-05-01,5602183,845555,1865205
France,2020-06-01,5922501,883625,2193201
France,2020-07-01,6640198,932591,2456195
France,2020-08-01,8150192,943557,2607525
France,2020-09-01,13600208,934704,2763282
France,2020-10-01,28773645,1044207,3367573
France,2020-11-01,59733154,1355611,4391703
France,2020-12-01,76679130,1836756,5755372
France,2021-01-01,91573706,2181082,6663378
France,2021-02-01,98925723,2298495,6942026
France,2021-03-01,130616510,2830810,8758674
France,2021-04-01,157157177,3010247,9713846
France,2021-05-01,179248190,3337131,11706145
France,2021-06-01,174046760,3319861,11998761
France,2021-07-01,184440203,3460646,12673677
France,2021-08-01,203051314,3511319,1656179
France,2021-09-01,210198716,3491869,0
France,2021-10-01,172011614,2832486,0
Gabon,2020-01-01,0,0,0
Gabon,2020-02-01,0,0,0
Gabon,2020-03-01,86,12,0
Gabon,2020-04-01,3106,45,428
Gabon,2020-05-01,40885,320,9537
Gabon,2020-06-01,120239,878,44019
Gabon,2020-07-01,195607,1438,112198
Gabon,2020-08-01,252682,1609,195022
Gabon,2020-09-01,259821,1600,231652
Gabon,2020-10-01,275060,1678,259175
Gabon,2020-11-01,272546,1725,268012
Gabon,2020-12-01,290679,1941,285965
Gabon,2021-01-01,310352,2055,301498
Gabon,2021-02-01,356809,2078,328016
Gabon,2021-03-01,529781,3115,461418
Gabon,2021-04-01,641075,3911,544164
Gabon,2021-05-01,737667,4490,637957
Gabon,2021-06-01,743205,4695,713103
Gabon,2021-07-01,782273,5021,774045
Gabon,2021-08-01,793716,5113,100776
Gabon,2021-09-01,826126,5213,0
Gabon,2021-10-01,784300,4960,0
Gambia,2020-01-01,0,0,0
Gambia,2020-02-01,0,0,0
Gambia,2020-03-01,35,9,0
Gambia,2020-04-01,233,30,96
Gambia,2020-05-01,680,31,387
Gambia,2020-06-01,1016,41,702
Gambia,2020-07-01,4434,131,1359
Gambia,2020-08-01,56688,1718,12045
Gambia,2020-09-01,101729,3141,51593
Gambia,2020-10-01,112779,3645,79304
Gambia,2020-11-01,111147,3655,106142
Gambia,2020-12-01,117237,3816,112964
Gambia,2021-01-01,121312,3920,114827
Gambia,2021-02-01,123614,3888,110401
Gambia,2021-03-01,156651,4862,141450
Gambia,2021-04-01,170688,5086,155728
Gambia,2021-05-01,184422,5449,175081
Gambia,2021-06-01,180781,5405,174637
Gambia,2021-07-01,208857,5962,187814
Gambia,2021-08-01,279627,8353,27632
Gambia,2021-09-01,295434,9902,0
Gambia,2021-10-01,238632,8127,0
Georgia,2020-01-01,0,0,0
Georgia,2020-02-01,4,0,0
Georgia,2020-03-01,1256,0,129
Georgia,2020-04-01,9767,104,2574
Georgia,2020-05-01,20931,339,12544
Georgia,2020-06-01,25966,410,21537
Georgia,2020-07-01,31917,480,27177
Georgia,2020-08-01,41023,542,33487
Georgia,2020-09-01,91939,664,46509
Georgia,2020-10-01,573395,4265,269731
Georgia,2020-11-01,2505524,22454,1968487
Georgia,2020-12-01,5970896,59506,5176899
Georgia,2021-01-01,7590826,89577,7213508
Georgia,2021-02-01,7429803,94071,7221418
Georgia,2021-03-01,8552929,113354,8337366
Georgia,2021-04-01,8819854,117780,8413392
Georgia,2021-05-01,10205280,137988,9602825
Georgia,2021-06-01,10669621,152378,10228461
Georgia,2021-07-01,12010406,171782,11306445
Georgia,2021-08-01,15060119,201791,1551430
Georgia,2021-09-01,17588555,249705,0
Georgia,2021-10-01,15533374,224092,0
Germany,2020-01-01,18,0,0
Germany,2020-02-01,561,0,174
Germany,2020-03-01,588179,3876,68067
Germany,2020-04-01,3942925,115270,2191330
Germany,2020-05-01,5427815,242992,4664012
Germany,2020-06-01,5670762,264281,5179784
Germany,2020-07-01,6265079,281460,5770005
Germany,2020-08-01,7024733,286250,6291811
Germany,2020-09-01,8023521,281455,7099678
Germany,2020-10-01,11653042,304644,9139990
Germany,2020-11-01,24564361,393258,15966344
Germany,2020-12-01,44141683,763375,32848466
Germany,2021-01-01,62555458,1428068,52216261
Germany,2021-02-01,65660655,1824513,59746817
Germany,2021-03-01,81277883,2289398,74155407
Germany,2021-04-01,93513080,2390995,82951800
Germany,2021-05-01,111203900,2671363,102079550
Germany,2021-06-01,111665218,2700988,107482000
Germany,2021-07-01,116311815,2831911,112769670
Germany,2021-08-01,119307341,2849712,14627080
Germany,2021-09-01,123445392,2786805,0
Germany,2021-10-01,104388268,2266186,0
Ghana,2020-01-01,0,0,0
Ghana,2020-02-01,0,0,0
Ghana,2020-03-01,1146,38,40
Ghana,2020-04-01,24029,254,2230
Ghana,2020-05-01,164583,820,40447
Ghana,2020-06-01,370733,2018,199471
Ghana,2020-07-01,826344,4478,697630
Ghana,2020-08-01,1296178,7284,1223292
Ghana,2020-09-01,1368073,8725,1339395
Ghana,2020-10-01,1465886,9609,1443153
Ghana,2020-11-01,1501148,9647,1459912
Ghana,2020-12-01,1651837,10201,1613673
Ghana,2021-01-01,1813441,10980,1737077
Ghana,2021-02-01,2124578,14647,1922119
Ghana,2021-03-01,2726591,21331,2587215
Ghana,2021-04-01,2746420,22914,2679998
Ghana,2021-05-01,2891473,24264,2824566
Ghana,2021-06-01,2842549,23716,2782065
Ghana,2021-07-01,3063648,25060,2949025
Ghana,2021-08-01,3455373,28701,392467
Ghana,2021-09-01,3720117,33135,0
Ghana,2021-10-01,3087393,27875,0
Greece,2020-01-01,0,0,0
Greece,2020-02-01,12,0,0
Greece,2020-03-01,12783,305,485
Greece,2020-04-01,63645,3052,10949
Greece,2020-05-01,86380,4958,42594
Greece,2020-06-01,95085,5574,41220
Greece,2020-07-01,121131,6078,42594
Greece,2020-08-01,222112,7107,110634
Greece,2020-09-01,424201,9706,254617
Greece,2020-10-01,802968,15446,516170
Greece,2020-11-01,2243451,38340,692220
Greece,2020-12-01,3904326,117878,2694614
Greece,2021-01-01,4585941,167609,2906684
Greece,2021-02-01,4844582,172138,2625392
Greece,2021-03-01,7014206,224129,2906684
Greece,2021-04-01,9230831,278093,2812920
Greece,2021-05-01,11653186,352667,2906684
Greece,2021-06-01,12457292,373612,2812920
Greece,2021-07-01,14077053,397788,2906684
Greece,2021-08-01,16768403,411505,375056
Greece,2021-09-01,18708564,429209,0
Greece,2021-10-01,16436311,365586,0
Grenada,2020-01-01,0,0,0
Grenada,2020-02-01,0,0,0
Grenada,2020-03-01,52,0,0
Grenada,2020-04-01,429,0,106
Grenada,2020-05-01,674,0,464
Grenada,2020-06-01,690,0,657
Grenada,2020-07-01,715,0,713
Grenada,2020-08-01,744,0,728
Grenada,2020-09-01,720,0,720
Grenada,2020-10-01,802,0,744
Grenada,2020-11-01,1051,0,850
Grenada,2020-12-01,2429,0,1555
Grenada,2021-01-01,4240,29,3831
Grenada,2021-02-01,4144,28,4087
Grenada,2021-03-01,4696,31,4631
Grenada,2021-04-01,4694,30,4599
Grenada,2021-05-01,4980,31,4938
Grenada,2021-06-01,4830,30,4800
Grenada,2021-07-01,5024,31,4971
Grenada,2021-08-01,6796,32,644
Grenada,2021-09-01,91507,1599,0
Grenada,2021-10-01,135128,4327,0
Guatemala,2020-01-01,0,0,0
Guatemala,2020-02-01,0,0,0
Guatemala,2020-03-01,333,16,54
Guatemala,2020-04-01,7312,205,775
Guatemala,2020-05-01,67102,1318,6865
Guatemala,2020-06-01,329549,12749,61674
Guatemala,2020-07-01,1062083,42253,487816
Guatemala,2020-08-01,1938713,73876,1568432
Guatemala,2020-09-01,2495864,90528,2160686
Guatemala,2020-10-01,3106103,107934,2766629
Guatemala,2020-11-01,3454791,118488,3136254
Guatemala,2020-12-01,4047232,139914,3692575
Guatemala,2021-01-01,4594145,161539,4168908
Guatemala,2021-02-01,4687392,170427,4312471
Guatemala,2021-03-01,5723666,205061,5249193
Guatemala,2021-04-01,6287226,214777,5678599
Guatemala,2021-05-01,7481843,243847,6832178
Guatemala,2021-06-01,8247675,257865,7480568
Guatemala,2021-07-01,10238191,305030,8983743
Guatemala,2021-08-01,12965133,346307,1310475
Guatemala,2021-09-01,15579945,385252,0
Guatemala,2021-10-01,13948848,339574,0
Guinea,2020-01-01,0,0,0
Guinea,2020-02-01,0,0,0
Guinea,2020-03-01,104,0,0
Guinea,2020-04-01,15955,84,2773
Guinea,2020-05-01,80843,472,35639
Guinea,2020-06-01,139077,779,99623
Guinea,2020-07-01,196485,1205,164152
Guinea,2020-08-01,261346,1616,228704
Guinea,2020-09-01,303547,1898,281869
Guinea,2020-10-01,350904,2153,320897
Guinea,2020-11-01,379110,2235,339186
Guinea,2020-12-01,417156,2450,394687
Guinea,2021-01-01,437663,2517,417302
Guinea,2021-02-01,422601,2388,406922
Guinea,2021-03-01,558415,3271,487046
Guinea,2021-04-01,637554,4078,558981
Guinea,2021-05-01,706438,4750,633100
Guinea,2021-06-01,703407,4986,653252
Guinea,2021-07-01,759869,5831,727181
Guinea,2021-08-01,864320,8871,97390
Guinea,2021-09-01,902759,10988,0
Guinea,2021-10-01,732738,9202,0
Guinea-Bissau,2020-01-01,0,0,0
Guinea-Bissau,2020-02-01,0,0,0
Guinea-Bissau,2020-03-01,26,0,0
Guinea-Bissau,2020-04-01,1515,5,98
Guinea-Bissau,2020-05-01,26923,133,986
Guinea-Bissau,2020-06-01,44361,462,5036
Guinea-Bissau,2020-07-01,58039,795,23128
Guinea-Bissau,2020-08-01,65237,959,30863
Guinea-Bissau,2020-09-01,68413,1149,37608
Guinea-Bissau,2020-10-01,74077,1256,54400
Guinea-Bissau,2020-11-01,72580,1280,64979
Guinea-Bissau,2020-12-01,75812,1374,73197
Guinea-Bissau,2021-01-01,77361,1395,74589
Guinea-Bissau,2021-02-01,82413,1298,69579
Guinea-Bissau,2021-03-01,107408,1669,86386
Guinea-Bissau,2021-04-01,110920,1982,93799
Guinea-Bissau,2021-05-01,116142,2090,106483
Guinea-Bissau,2021-06-01,114422,2060,106526
Guinea-Bissau,2021-07-01,126022,2225,114844
Guinea-Bissau,2021-08-01,160403,2911,15958
Guinea-Bissau,2021-09-01,180530,3842,0
Guinea-Bissau,2021-10-01,146922,3324,0
Guyana,2020-01-01,0,0,0
Guyana,2020-02-01,0,0,0
Guyana,2020-03-01,141,21,0
Guyana,2020-04-01,1562,183,257
Guyana,2020-05-01,3617,315,1396
Guyana,2020-06-01,5398,360,2855
Guyana,2020-07-01,9979,547,4749
Guyana,2020-08-01,24093,815,11129
Guyana,2020-09-01,61590,1769,37024
Guyana,2020-10-01,112427,3310,78772
Guyana,2020-11-01,144708,4184,114402
Guyana,2020-12-01,185193,4879,160514
Guyana,2021-01-01,213438,5262,191711
Guyana,2021-02-01,229334,5203,206403
Guyana,2021-03-01,289705,6552,261043
Guyana,2021-04-01,349462,7943,302156
Guyana,2021-05-01,471496,10578,402026
Guyana,2021-06-01,558603,13015,495197
Guyana,2021-07-01,661852,15667,607609
Guyana,2021-08-01,736696,17954,87020
Guyana,2021-09-01,861666,21063,0
Guyana,2021-10-01,810884,20324,0
Haiti,2020-01-01,0,0,0
Haiti,2020-02-01,0,0,0
Haiti,2020-03-01,84,0,3
Haiti,2020-04-01,1261,80,56
Haiti,2020-05-01,15126,592,583
Haiti,2020-06-01,123311,2118,5811
Haiti,2020-07-01,209881,4229,98750
Haiti,2020-08-01,242437,5783,162693
Haiti,2020-09-01,254840,6527,187790
Haiti,2020-10-01,276326,7145,223073
Haiti,2020-11-01,275045,6960,232419
Haiti,2020-12-01,297680,7254,257532
Haiti,2021-01-01,330582,7422,275185
Haiti,2021-02-01,337607,6903,262015
Haiti,2021-03-01,391885,7774,319479
Haiti,2021-04-01,386496,7556,349917
Haiti,2021-05-01,418842,8502,383398
Haiti,2021-06-01,496892,10784,379295
Haiti,2021-07-01,601557,15224,401349
Haiti,2021-08-01,637060,17794,51844
Haiti,2021-09-01,638382,17894,0
Haiti,2021-10-01,544751,15405,0
Holy See,2020-01-01,0,0,0
Holy See,2020-02-01,0,0,0
Holy See,2020-03-01,58,0,0
Holy See,2020-04-01,247,0,46
Holy See,2020-05-01,367,0,62
Holy See,2020-06-01,360,0,310
Holy See,2020-07-01,372,0,372
Holy See,2020-08-01,372,0,372
Holy See,2020-09-01,360,0,360
Holy See,2020-10-01,646,0,417
Holy See,2020-11-01,810,0,450
Holy See,2020-12-01,837,0,465
Holy See,2021-01-01,837,0,465
Holy See,2021-02-01,756,0,420
Holy See,2021-03-01,837,0,465
Holy See,2021-04-01,810,0,450
Holy See,2021-05-01,837,0,633
Holy See,2021-06-01,810,0,810
Holy See,2021-07-01,837,0,837
Holy See,2021-08-01,837,0,108
Holy See,2021-09-01,810,0,0
Holy See,2021-10-01,648,0,0
Honduras,2020-01-01,0,0,0
Honduras,2020-02-01,0,0,0
Honduras,2020-03-01,821,20,12
Honduras,2020-04-01,13307,1107,743
Honduras,2020-05-01,86306,4322,9598
Honduras,2020-06-01,317671,10175,33828
Honduras,2020-07-01,975322,27439,112580
Honduras,2020-08-01,1584516,49288,237754
Honduras,2020-09-01,2074882,63714,580330
Honduras,2020-10-01,2704316,78864,1063843
Honduras,2020-11-01,3085315,84449,1341752
Honduras,2020-12-01,3569628,93250,1632578
Honduras,2021-01-01,4149890,104033,1842993
Honduras,2021-02-01,4488251,108741,1775015
Honduras,2021-03-01,5569807,135977,2144820
Honduras,2021-04-01,5982916,147440,2279437
Honduras,2021-05-01,7010833,182802,2552649
Honduras,2021-06-01,7496305,200484,2684663
Honduras,2021-07-01,8666593,229720,2971266
Honduras,2021-08-01,9889456,260943,405422
Honduras,2021-09-01,10639320,282020,0
Honduras,2021-10-01,8898740,240671,0
Hungary,2020-01-01,0,0,0
Hungary,2020-02-01,0,0,0
Hungary,2020-03-01,3512,119,293
Hungary,2020-04-01,48858,4482,7014
Hungary,2020-05-01,106717,13618,40173
Hungary,2020-06-01,121673,16819,73994
Hungary,2020-07-01,133397,18399,96100
Hungary,2020-08-01,154696,18820,111502
Hungary,2020-09-01,450339,20012,131018
Hungary,2020-10-01,1426535,35632,391803
Hungary,2020-11-01,4340462,95473,1050812
Hungary,2020-12-01,8774928,229099,2962612
Hungary,2021-01-01,10794651,346855,6717930
Hungary,2021-02-01,10954073,384874,8249213
Hungary,2021-03-01,16553070,543043,11156963
Hungary,2021-04-01,21975323,733442,13467519
Hungary,2021-05-01,24673915,898997,19124129
Hungary,2021-06-01,24207963,897466,21815963
Hungary,2021-07-01,25071230,930343,23032381
Hungary,2021-08-01,25128946,931322,2996576
Hungary,2021-09-01,24503571,903405,0
Hungary,2021-10-01,19961471,727969,0
Iceland,2020-01-01,0,0,0
Iceland,2020-02-01,2,0,0
Iceland,2020-03-01,11298,27,1012
Iceland,2020-04-01,50142,234,31468
Iceland,2020-05-01,55864,310,54923
Iceland,2020-06-01,54362,300,53864
Iceland,2020-07-01,57048,310,56159
Iceland,2020-08-01,62238,310,58586
Iceland,2020-09-01,69104,300,62934
Iceland,2020-10-01,119128,330,88064
Iceland,2020-11-01,155412,689,141716
Iceland,2020-12-01,173260,864,167374
Iceland,2021-01-01,183571,899,179142
Iceland,2021-02-01,168952,812,167409
Iceland,2021-03-01,189143,899,186926
Iceland,2021-04-01,189420,870,184925
Iceland,2021-05-01,202534,905,198827
Iceland,2021-06-01,198540,900,194280
Iceland,2021-07-01,214629,930,203041
Iceland,2021-08-01,295617,944,27535
Iceland,2021-09-01,340516,990,0
Iceland,2021-10-01,296276,792,0
India,2020-01-01,2,0,0
India,2020-02-01,84,0,42
India,2020-03-01,10252,226,818
India,2020-04-01,447607,14417,85811
India,2020-05-01,3088494,94154,1216954
India,2020-06-01,10951713,331856,5916008
India,2020-07-01,32829678,812555,20721573
India,2020-08-01,82734792,1582152,60316822
India,2020-09-01,151735176,2476764,121026253
India,2020-10-01,228641810,3481048,201042724
India,2020-11-01,265835139,3909675,247607222
India,2020-12-01,308005491,4468751,293237936
India,2021-01-01,326947971,4714593,315887433
India,2021-02-01,305984490,4362199,297485271
India,2021-03-01,357487053,4941266,343331878
India,2021-04-01,447598593,5389224,389199498
India,2021-05-01,760936972,8510944,655369460
India,2021-06-01,886909272,11218965,846694451
India,2021-07-01,962841530,12805872,936586112
India,2021-08-01,999760992,13393101,123661591
India,2021-09-01,1000653633,13320243,0
India,2021-10-01,816082318,10832356,0
Indonesia,2020-01-01,0,0,0
Indonesia,2020-02-01,0,0,0
Indonesia,2020-03-01,11971,989,571
Indonesia,2020-04-01,164969,14067,18115
Indonesia,2020-05-01,546175,35759,124915
Indonesia,2020-06-01,1211857,66560,461691
Indonesia,2020-07-01,2544132,122962,1325068
Indonesia,2020-08-01,4336124,192605,2937415
Indonesia,2020-09-01,6879525,272524,4981726
Indonesia,2020-10-01,10928941,383309,8585756
Indonesia,2020-11-01,14115752,459696,11847739
Indonesia,2020-12-01,19834279,600212,16275130
Indonesia,2021-01-01,27904068,802620,22774008
Indonesia,2021-02-01,34172220,929929,28633439
Indonesia,2021-03-01,44344084,1200707,38936831
Indonesia,2021-04-01,47761250,1296529,43234562
Indonesia,2021-05-01,54068447,1492843,49612324
Indonesia,2021-06-01,58774875,1616313,53049090
Indonesia,2021-07-01,86065511,2268677,69710649
Indonesia,2021-08-01,118769332,3638566,11433472
Indonesia,2021-09-01,125159430,4172942,0
Indonesia,2021-10-01,101512400,3425334,0
Iran,2020-01-01,0,0,0
Iran,2020-02-01,1617,171,294
Iran,2020-03-01,525947,34200,172400
Iran,2020-04-01,2255837,141323,1432550
Iran,2020-05-01,3727988,215665,2942787
Iran,2020-06-01,5749446,273942,4589823
Iran,2020-07-01,8279348,424660,7103895
Iran,2020-08-01,10622742,604984,9188334
Iran,2020-09-01,12365981,711109,10550878
Iran,2020-10-01,16323626,934034,13190225
Iran,2020-11-01,23319184,1253550,17003852
Iran,2020-12-01,34734095,1628587,26012919
Iran,2021-01-01,41044213,1757574,34406201
Iran,2021-02-01,42690161,1652624,36477089
Iran,2021-03-01,54610163,1903718,46713536
Iran,2021-04-01,65501367,1991952,53078598
Iran,2021-05-01,84973293,2376409,68849707
Iran,2021-06-01,91721205,2470703,80487738
Iran,2021-07-01,108611906,2698205,96465589
Iran,2021-08-01,138294286,3062035,13659176
Iran,2021-09-01,160347125,3459212,0
Iran,2021-10-01,137628572,2954110,0
Iraq,2020-01-01,0,0,0
Iraq,2020-02-01,34,0,0
Iraq,2020-03-01,6335,509,1471
Iraq,2020-04-01,42494,2275,24096
Iraq,2020-05-01,112314,4085,68237
Iraq,2020-06-01,731904,25196,330211
Iraq,2020-07-01,2680051,107877,1704449
Iraq,2020-08-01,5516538,183007,3977514
Iraq,2020-09-01,9025163,245813,7073484
Iraq,2020-10-01,13048781,313539,10889895
Iraq,2020-11-01,15543204,349853,13415201
Iraq,2020-12-01,17911961,390874,15886615
Iraq,2021-01-01,18838341,401040,17583527
Iraq,2021-02-01,18220943,369658,17093507
Iraq,2021-03-01,23904513,429242,21584972
Iraq,2021-04-01,28798758,446909,25375591
Iraq,2021-05-01,35327743,494963,32279862
Iraq,2021-06-01,38096059,503456,35475456
Iraq,2021-07-01,45815638,552846,41754625
Iraq,2021-08-01,55068495,612759,5935866
Iraq,2021-09-01,58773176,648829,0
Iraq,2021-10-01,48655668,543204,0
Ireland,2020-01-01,0,0,0
Ireland,2020-02-01,1,0,0
Ireland,2020-03-01,23308,296,75
Ireland,2020-04-01,365860,16660,101388
Ireland,2020-05-01,730677,46680,580855
Ireland,2020-06-01,758939,51089,684384
Ireland,2020-07-01,797096,54277,724284
Ireland,2020-08-01,847681,54960,724284
Ireland,2020-09-01,958194,53636,700920
Ireland,2020-10-01,1495470,57316,724284
Ireland,2020-11-01,2035798,59595,700920
Ireland,2020-12-01,2451763,66477,724284
Ireland,2021-01-01,4945372,82195,724284
Ireland,2021-02-01,5864137,109821,654192
Ireland,2021-03-01,7065554,140547,724284
Ireland,2021-04-01,7281321,144297,700920
Ireland,2021-05-01,7927938,152882,724284
Ireland,2021-06-01,8023834,148851,700920
Ireland,2021-07-01,8804984,155490,724284
Ireland,2021-08-01,10121549,156988,93456
Ireland,2021-09-01,11122674,155083,0
Ireland,2021-10-01,9799150,127192,0
Israel,2020-01-01,0,0,0
Israel,2020-02-01,22,0,0
Israel,2020-03-01,35287,102,824
Israel,2020-04-01,367312,4080,109496
Israel,2020-05-01,512036,8248,391621
Israel,2020-06-01,602486,9197,466549
Israel,2020-07-01,1460503,13094,793730
Israel,2020-08-01,2916651,23535,2200198
Israel,2020-09-01,5221620,37032,3833557
Israel,2020-10-01,9176583,66634,7961936
Israel,2020-11-01,9755418,82340,9380024
Israel,2020-12-01,11475028,94789,10665883
Israel,2021-01-01,16729422,124229,14428283
Israel,2021-02-01,20255490,150058,18507027
Israel,2021-03-01,25324771,186615,24347386
Israel,2021-04-01,25095274,189283,24809931
Israel,2021-05-01,26012078,198025,25788745
Israel,2021-06-01,25200471,192743,24989369
Israel,2021-07-01,26435658,199822,26000598
Israel,2021-08-01,29676325,208069,3410884
Israel,2021-09-01,35847219,223158,0
Israel,2021-10-01,31398567,190520,0
Italy,2020-01-01,2,0,0
Italy,2020-02-01,3966,102,145
Italy,2020-03-01,1209772,116616,145571
Italy,2020-04-01,4928524,644171,1266518
Italy,2020-05-01,6914863,973585,3706270
Italy,2020-06-01,7115232,1028841,5284972
Italy,2020-07-01,7560745,1084927,6067991
Italy,2020-08-01,7919622,1095146,6319921
Italy,2020-09-01,8749361,1069880,6480454
Italy,2020-10-01,13281216,1137835,7782506
Italy,2020-11-01,35324374,1385115,14088374
Italy,2020-12-01,58293082,2046224,35800929
Italy,2021-01-01,72917277,2531790,53778917
Italy,2021-02-01,76429829,2622056,62397634
Italy,2021-03-01,101162913,3201000,81820395
Italy,2021-04-01,114799462,3472382,96128071
Italy,2021-05-01,128520540,3843395,114440453
Italy,2021-06-01,127351195,3810571,119762132
Italy,2021-07-01,132998927,3962995,127407672
Italy,2021-08-01,137830596,3984943,16559009
Italy,2021-09-01,138507478,3903526,0
Italy,2021-10-01,112960159,3153551,0
Jamaica,2020-01-01,0,0,0
Jamaica,2020-02-01,0,0,0
Jamaica,2020-03-01,382,13,32
Jamaica,2020-04-01,5011,147,564
Jamaica,2020-05-01,16083,277,4503
Jamaica,2020-06-01,19058,298,13537
Jamaica,2020-07-01,24311,310,20265
Jamaica,2020-08-01,40928,467,24388
Jamaica,2020-09-01,130368,1664,37442
Jamaica,2020-10-01,247729,4931,108793
Jamaica,2020-11-01,297709,6934,157966
Jamaica,2020-12-01,368482,8638,260575
Jamaica,2021-01-01,439391,10025,358234
Jamaica,2021-02-01,540682,10614,354091
Jamaica,2021-03-01,982732,15582,480005
Jamaica,2021-04-01,1293840,20931,582842
Jamaica,2021-05-01,1465128,26730,717623
Jamaica,2021-06-01,1482266,30332,836667
Jamaica,2021-07-01,1586479,35318,1282827
Jamaica,2021-08-01,1832530,41115,188181
Jamaica,2021-09-01,2317842,52125,0
Jamaica,2021-10-01,2074548,48875,0
Japan,2020-01-01,56,0,6
Japan,2020-02-01,2418,40,342
Japan,2020-03-01,29049,892,5635
Japan,2020-04-01,264160,6828,32485
Japan,2020-05-01,496484,23070,300186
Japan,2020-06-01,525609,28137,466796
Japan,2020-07-01,771595,30609,597246
Japan,2020-08-01,1701916,34874,1249430
Japan,2020-09-01,2297182,43820,2019792
Japan,2020-10-01,2856221,51571,2596355
Japan,2020-11-01,3650314,56891,3124839
Japan,2020-12-01,5880523,82231,4863092
Japan,2021-01-01,9902662,140750,7789108
