Country/Region,Year-Month,Case
Congo (Kinshasa),2021-05-01,24046
Congo (Kinshasa),2021-06-01,25599
Congo (Kinshasa),2021-07-01,30804
Congo (Kinshasa),2021-08-01,32567
Congo (Kinshasa),2021-09-01,32089
Congo (Kinshasa),2021-10-01,26111
Costa Rica,2020-01-01,0
Costa Rica,2020-02-01,0
Costa Rica,2020-03-01,24
Costa Rica,2020-04-01,122
Costa Rica,2020-05-01,260
Costa Rica,2020-06-01,356
Costa Rica,2020-07-01,1823
Costa Rica,2020-08-01,9155
Costa Rica,2020-09-01,19556
Costa Rica,2020-10-01,35904
Costa Rica,2020-11-01,46733
Costa Rica,2020-12-01,60628
Costa Rica,2021-01-01,74860
Costa Rica,2021-02-01,76359
Costa Rica,2021-03-01,89213
Costa Rica,2021-04-01,92092
Costa Rica,2021-05-01,111862
Costa Rica,2021-06-01,131892
Costa Rica,2021-07-01,150453
Costa Rica,2021-08-01,162926
Costa Rica,2021-09-01,177372
Costa Rica,2021-10-01,160915
Cote d'Ivoire,2020-01-01,0
Cote d'Ivoire,2020-02-01,0
Cote d'Ivoire,2020-03-01,3
Cote d'Ivoire,2020-04-01,226
Cote d'Ivoire,2020-05-01,772
Cote d'Ivoire,2020-06-01,1443
Cote d'Ivoire,2020-07-01,2672
Cote d'Ivoire,2020-08-01,3376
Cote d'Ivoire,2020-09-01,3584
Cote d'Ivoire,2020-10-01,3753
Cote d'Ivoire,2020-11-01,3849
Cote d'Ivoire,2020-12-01,4133
Cote d'Ivoire,2021-01-01,4420
Cote d'Ivoire,2021-02-01,4903
Cote d'Ivoire,2021-03-01,6664
Cote d'Ivoire,2021-04-01,8085
Cote d'Ivoire,2021-05-01,9158
Cote d'Ivoire,2021-06-01,9229
Cote d'Ivoire,2021-07-01,9934
Cote d'Ivoire,2021-08-01,11559
Cote d'Ivoire,2021-09-01,16115
Cote d'Ivoire,2021-10-01,16021
Croatia,2020-01-01,0
Croatia,2020-02-01,0
Croatia,2020-03-01,36
Croatia,2020-04-01,1043
Croatia,2020-05-01,2877
Croatia,2020-06-01,3178
Croatia,2020-07-01,3808
Croatia,2020-08-01,5123
Croatia,2020-09-01,6960
Croatia,2020-10-01,11578
Croatia,2020-11-01,33031
Croatia,2020-12-01,89251
Croatia,2021-01-01,141227
Croatia,2021-02-01,148719
Croatia,2021-03-01,177184
Croatia,2021-04-01,194602
Croatia,2021-05-01,237698
Croatia,2021-06-01,244260
Croatia,2021-07-01,255271
Croatia,2021-08-01,257011
Croatia,2021-09-01,254288
Croatia,2021-10-01,211798
Cuba,2020-01-01,0
Cuba,2020-02-01,0
Cuba,2020-03-01,28
Cuba,2020-04-01,862
Cuba,2020-05-01,2389
Cuba,2020-06-01,2527
Cuba,2020-07-01,2687
Cuba,2020-08-01,2767
Cuba,2020-09-01,3300
Cuba,2020-10-01,3876
Cuba,2020-11-01,3933
Cuba,2020-12-01,4283
Cuba,2021-01-01,5331
Cuba,2021-02-01,7503
Cuba,2021-03-01,11676
Cuba,2021-04-01,15307
Cuba,2021-05-01,24979
Cuba,2021-06-01,33455
Cuba,2021-07-01,58063
Cuba,2021-08-01,126410
Cuba,2021-09-01,194918
Cuba,2021-10-01,189562
Cyprus,2020-01-01,0
Cyprus,2020-02-01,0
Cyprus,2020-03-01,32
Cyprus,2020-04-01,344
Cyprus,2020-05-01,504
Cyprus,2020-06-01,546
Cyprus,2020-07-01,589
Cyprus,2020-08-01,621
Cyprus,2020-09-01,646
Cyprus,2020-10-01,753
Cyprus,2020-11-01,1096
Cyprus,2020-12-01,2595
Cyprus,2021-01-01,5081
Cyprus,2021-02-01,6171
Cyprus,2021-03-01,7475
Cyprus,2021-04-01,8462
Cyprus,2021-05-01,10630
Cyprus,2021-06-01,11131
Cyprus,2021-07-01,12079
Cyprus,2021-08-01,14448
Cyprus,2021-09-01,16156
Cyprus,2021-10-01,13450
Czechia,2020-01-01,0
Czechia,2020-02-01,0
Czechia,2020-03-01,110
Czechia,2020-04-01,4582
Czechia,2020-05-01,9018
Czechia,2020-06-01,10017
Czechia,2020-07-01,11146
Czechia,2020-08-01,12429
Czechia,2020-09-01,14972
Czechia,2020-10-01,47264
Czechia,2020-11-01,183953
Czechia,2020-12-01,307408
Czechia,2021-01-01,436680
Czechia,2021-02-01,512288
Czechia,2021-03-01,731177
Czechia,2021-04-01,843904
Czechia,2021-05-01,924449
Czechia,2021-06-01,907007
Czechia,2021-07-01,940442
Czechia,2021-08-01,941777
Czechia,2021-09-01,912799
Czechia,2021-10-01,732636
Denmark,2020-01-01,0
Denmark,2020-02-01,0
Denmark,2020-03-01,542
Denmark,2020-04-01,9093
Denmark,2020-05-01,16639
Denmark,2020-06-01,17867
Denmark,2020-07-01,18918
Denmark,2020-08-01,19230
Denmark,2020-09-01,19065
Denmark,2020-10-01,21144
Denmark,2020-11-01,23058
Denmark,2020-12-01,31323
Denmark,2021-01-01,54016
Denmark,2021-02-01,63855
Denmark,2021-03-01,74220
Denmark,2021-04-01,73605
Denmark,2021-05-01,77600
Denmark,2021-06-01,75802
Denmark,2021-07-01,78801
Denmark,2021-08-01,79476
Denmark,2021-09-01,78618
Denmark,2021-10-01,64300
Diamond Princess,2020-01-01,0
Diamond Princess,2020-02-01,35
Diamond Princess,2020-03-01,234
Diamond Princess,2020-04-01,361
Diamond Princess,2020-05-01,403
Diamond Princess,2020-06-01,390
Diamond Princess,2020-07-01,403
Diamond Princess,2020-08-01,403
Diamond Princess,2020-09-01,390
Diamond Princess,2020-10-01,403
Diamond Princess,2020-11-01,390
Diamond Princess,2020-12-01,403
Diamond Princess,2021-01-01,403
Diamond Princess,2021-02-01,364
Diamond Princess,2021-03-01,403
Diamond Princess,2021-04-01,390
Diamond Princess,2021-05-01,403
Diamond Princess,2021-06-01,390
Diamond Princess,2021-07-01,403
Diamond Princess,2021-08-01,403
Diamond Princess,2021-09-01,390
Diamond Princess,2021-10-01,312
Djibouti,2020-01-01,0
Djibouti,2020-02-01,0
Djibouti,2020-03-01,0
Djibouti,2020-04-01,41
Djibouti,2020-05-01,244
Djibouti,2020-06-01,1210
Djibouti,2020-07-01,1748
Djibouti,2020-08-01,1839
Djibouti,2020-09-01,1825
Djibouti,2020-10-01,1891
Djibouti,2020-11-01,1830
Djibouti,2020-12-01,1891
Djibouti,2021-01-01,1898
Djibouti,2021-02-01,1764
Djibouti,2021-03-01,1986
Djibouti,2021-04-01,3281
Djibouti,2021-05-01,4669
Djibouti,2021-06-01,4632
Djibouti,2021-07-01,4807
Djibouti,2021-08-01,4848
Djibouti,2021-09-01,4773
Djibouti,2021-10-01,4240
Dominica,2020-01-01,0
Dominica,2020-02-01,0
Dominica,2020-03-01,0
Dominica,2020-04-01,0
Dominica,2020-05-01,0
Dominica,2020-06-01,0
Dominica,2020-07-01,0
Dominica,2020-08-01,0
Dominica,2020-09-01,0
Dominica,2020-10-01,0
Dominica,2020-11-01,0
Dominica,2020-12-01,0
Dominica,2021-01-01,0
Dominica,2021-02-01,0
Dominica,2021-03-01,0
Dominica,2021-04-01,0
Dominica,2021-05-01,0
Dominica,2021-06-01,0
Dominica,2021-07-01,0
Dominica,2021-08-01,22
Dominica,2021-09-01,264
Dominica,2021-10-01,634
Dominican Republic,2020-01-01,0
Dominican Republic,2020-02-01,0
Dominican Republic,2020-03-01,220
Dominican Republic,2020-04-01,5552
Dominican Republic,2020-05-01,12982
Dominican Republic,2020-06-01,18404
Dominican Republic,2020-07-01,29158
Dominican Republic,2020-08-01,44550
Dominican Republic,2020-09-01,59230
Dominican Republic,2020-10-01,67808
Dominican Republic,2020-11-01,68649
Dominican Republic,2020-12-01,73568
Dominican Republic,2021-01-01,76846
Dominican Republic,2021-02-01,82092
Dominican Republic,2021-03-01,100163
Dominican Republic,2021-04-01,102213
Dominican Republic,2021-05-01,110656
Dominican Republic,2021-06-01,111722
Dominican Republic,2021-07-01,121075
Dominican Republic,2021-08-01,123548
Dominican Republic,2021-09-01,120714
Dominican Republic,2021-10-01,97826
Ecuador,2020-01-01,0
Ecuador,2020-02-01,0
Ecuador,2020-03-01,423
Ecuador,2020-04-01,12586
Ecuador,2020-05-01,76863
Ecuador,2020-06-01,118831
Ecuador,2020-07-01,160481
Ecuador,2020-08-01,189640
Ecuador,2020-09-01,304684
Ecuador,2020-10-01,379203
Ecuador,2020-11-01,390757
Ecuador,2020-12-01,430061
Ecuador,2021-01-01,445664
Ecuador,2021-02-01,428747
Ecuador,2021-03-01,505563
Ecuador,2021-04-01,527926
Ecuador,2021-05-01,609921
Ecuador,2021-06-01,633587
Ecuador,2021-07-01,785847
Ecuador,2021-08-01,989695
Ecuador,2021-09-01,975830
Ecuador,2021-10-01,788764
Egypt,2020-01-01,0
Egypt,2020-02-01,0
Egypt,2020-03-01,338
Egypt,2020-04-01,6017
Egypt,2020-05-01,19547
Egypt,2020-06-01,54759
Egypt,2020-07-01,125273
Egypt,2020-08-01,159360
Egypt,2020-09-01,170670
Egypt,2020-10-01,189211
Egypt,2020-11-01,193889
Egypt,2020-12-01,218457
Egypt,2021-01-01,264116
Egypt,2021-02-01,280696
Egypt,2021-03-01,352754
Egypt,2021-04-01,379473
Egypt,2021-05-01,443247
Egypt,2021-06-01,470770
Egypt,2021-07-01,508646
Egypt,2021-08-01,515510
Egypt,2021-09-01,508827
Egypt,2021-10-01,427254
El Salvador,2020-01-01,0
El Salvador,2020-02-01,0
El Salvador,2020-03-01,1
El Salvador,2020-04-01,181
El Salvador,2020-05-01,809
El Salvador,2020-06-01,2638
El Salvador,2020-07-01,9534
El Salvador,2020-08-01,18654
El Salvador,2020-09-01,23725
El Salvador,2020-10-01,28261
El Salvador,2020-11-01,31368
El Salvador,2020-12-01,37941
El Salvador,2021-01-01,45846
El Salvador,2021-02-01,48855
El Salvador,2021-03-01,60446
El Salvador,2021-04-01,62006
El Salvador,2021-05-01,67769
El Salvador,2021-06-01,69349
El Salvador,2021-07-01,77133
El Salvador,2021-08-01,86391
El Salvador,2021-09-01,92067
El Salvador,2021-10-01,81912
Equatorial Guinea,2020-01-01,0
Equatorial Guinea,2020-02-01,0
Equatorial Guinea,2020-03-01,0
Equatorial Guinea,2020-04-01,9
Equatorial Guinea,2020-05-01,219
Equatorial Guinea,2020-06-01,660
Equatorial Guinea,2020-07-01,1594
Equatorial Guinea,2020-08-01,2573
Equatorial Guinea,2020-09-01,2490
Equatorial Guinea,2020-10-01,2573
Equatorial Guinea,2020-11-01,2542
Equatorial Guinea,2020-12-01,2640
Equatorial Guinea,2021-01-01,2666
Equatorial Guinea,2021-02-01,2461
Equatorial Guinea,2021-03-01,3051
Equatorial Guinea,2021-04-01,3176
Equatorial Guinea,2021-05-01,3499
Equatorial Guinea,2021-06-01,3583
Equatorial Guinea,2021-07-01,3800
Equatorial Guinea,2021-08-01,3818
Equatorial Guinea,2021-09-01,4051
Equatorial Guinea,2021-10-01,3734
Eritrea,2020-01-01,0
Eritrea,2020-02-01,0
Eritrea,2020-03-01,0
Eritrea,2020-04-01,0
Eritrea,2020-05-01,0
Eritrea,2020-06-01,0
Eritrea,2020-07-01,0
Eritrea,2020-08-01,0
Eritrea,2020-09-01,0
Eritrea,2020-10-01,0
Eritrea,2020-11-01,0
Eritrea,2020-12-01,12
Eritrea,2021-01-01,172
Eritrea,2021-02-01,196
Eritrea,2021-03-01,233
Eritrea,2021-04-01,300
Eritrea,2021-05-01,398
Eritrea,2021-06-01,529
Eritrea,2021-07-01,931
Eritrea,2021-08-01,1127
Eritrea,2021-09-01,1205
Eritrea,2021-10-01,1041
Estonia,2020-01-01,0
Estonia,2020-02-01,0
Estonia,2020-03-01,14
Estonia,2020-04-01,978
Estonia,2020-05-01,1903
Estonia,2020-06-01,2068
Estonia,2020-07-01,2139
Estonia,2020-08-01,1967
Estonia,2020-09-01,1920
Estonia,2020-10-01,2151
Estonia,2020-11-01,2554
Estonia,2020-12-01,5139
Estonia,2021-01-01,10037
Estonia,2021-02-01,14034
Estonia,2021-03-01,23021
Estonia,2021-04-01,31686
Estonia,2021-05-01,37739
Estonia,2021-06-01,37975
Estonia,2021-07-01,39386
Estonia,2021-08-01,39696
Estonia,2021-09-01,39637
Estonia,2021-10-01,33766
Eswatini,2020-01-01,0
Eswatini,2020-02-01,0
Eswatini,2020-03-01,0
Eswatini,2020-04-01,15
Eswatini,2020-05-01,57
Eswatini,2020-06-01,150
Eswatini,2020-07-01,701
Eswatini,2020-08-01,2187
Eswatini,2020-09-01,3035
Eswatini,2020-10-01,3546
Eswatini,2020-11-01,3558
Eswatini,2020-12-01,4358
Eswatini,2021-01-01,11725
Eswatini,2021-02-01,17505
Eswatini,2021-03-01,20503
Eswatini,2021-04-01,20097
Eswatini,2021-05-01,20819
Eswatini,2021-06-01,20277
Eswatini,2021-07-01,22192
Eswatini,2021-08-01,29302
Eswatini,2021-09-01,35460
Eswatini,2021-10-01,29541
Ethiopia,2020-01-01,0
Ethiopia,2020-02-01,0
Ethiopia,2020-03-01,0
Ethiopia,2020-04-01,73
Ethiopia,2020-05-01,159
Ethiopia,2020-06-01,1683
Ethiopia,2020-07-01,5001
Ethiopia,2020-08-01,16816
Ethiopia,2020-09-01,31041
Ethiopia,2020-10-01,41431
Ethiopia,2020-11-01,47598
Ethiopia,2020-12-01,56506
Ethiopia,2021-01-01,62674
Ethiopia,2021-02-01,62121
Ethiopia,2021-03-01,80196
Ethiopia,2021-04-01,98823
Ethiopia,2021-05-01,123146
Ethiopia,2021-06-01,127653
Ethiopia,2021-07-01,134949
Ethiopia,2021-08-01,139666
Ethiopia,2021-09-01,152099
Ethiopia,2021-10-01,145251
Fiji,2020-01-01,0
Fiji,2020-02-01,0
Fiji,2020-03-01,0
Fiji,2020-04-01,0
Fiji,2020-05-01,0
Fiji,2020-06-01,0
Fiji,2020-07-01,1
Fiji,2020-08-01,36
Fiji,2020-09-01,60
Fiji,2020-10-01,62
Fiji,2020-11-01,60
Fiji,2020-12-01,62
Fiji,2021-01-01,62
Fiji,2021-02-01,56
Fiji,2021-03-01,62
Fiji,2021-04-01,60
Fiji,2021-05-01,107
Fiji,2021-06-01,236
Fiji,2021-07-01,3336
Fiji,2021-08-01,11803
Fiji,2021-09-01,16623
Fiji,2021-10-01,15715
Finland,2020-01-01,0
Finland,2020-02-01,0
Finland,2020-03-01,69
Finland,2020-04-01,2863
Finland,2020-05-01,8784
Finland,2020-06-01,9750
Finland,2020-07-01,10188
Finland,2020-08-01,10323
Finland,2020-09-01,10175
Finland,2020-10-01,10849
Finland,2020-11-01,11184
Finland,2020-12-01,14735
Finland,2021-01-01,19095
Finland,2021-02-01,19961
Finland,2021-03-01,24597
Finland,2021-04-01,26446
Finland,2021-05-01,28853
Finland,2021-06-01,28933
Finland,2021-07-01,30311
Finland,2021-08-01,31112
Finland,2021-09-01,31548
Finland,2021-10-01,26584
France,2020-01-01,0
France,2020-02-01,19
France,2020-03-01,21323
France,2020-04-01,486576
France,2020-05-01,845555
France,2020-06-01,883625
France,2020-07-01,932591
France,2020-08-01,943557
France,2020-09-01,934704
France,2020-10-01,1044207
France,2020-11-01,1355611
France,2020-12-01,1836756
France,2021-01-01,2181082
France,2021-02-01,2298495
France,2021-03-01,2830810
France,2021-04-01,3010247
France,2021-05-01,3337131
France,2021-06-01,3319861
France,2021-07-01,3460646
France,2021-08-01,3511319
France,2021-09-01,3491869
France,2021-10-01,2832486
Gabon,2020-01-01,0
Gabon,2020-02-01,0
Gabon,2020-03-01,12
Gabon,2020-04-01,45
Gabon,2020-05-01,320
Gabon,2020-06-01,878
Gabon,2020-07-01,1438
Gabon,2020-08-01,1609
Gabon,2020-09-01,1600
Gabon,2020-10-01,1678
Gabon,2020-11-01,1725
Gabon,2020-12-01,1941
Gabon,2021-01-01,2055
Gabon,2021-02-01,2078
Gabon,2021-03-01,3115
Gabon,2021-04-01,3911
Gabon,2021-05-01,4490
Gabon,2021-06-01,4695
Gabon,2021-07-01,5021
Gabon,2021-08-01,5113
Gabon,2021-09-01,5213
Gabon,2021-10-01,4960
Gambia,2020-01-01,0
Gambia,2020-02-01,0
Gambia,2020-03-01,9
Gambia,2020-04-01,30
Gambia,2020-05-01,31
Gambia,2020-06-01,41
Gambia,2020-07-01,131
Gambia,2020-08-01,1718
Gambia,2020-09-01,3141
Gambia,2020-10-01,3645
Gambia,2020-11-01,3655
Gambia,2020-12-01,3816
Gambia,2021-01-01,3920
Gambia,2021-02-01,3888
Gambia,2021-03-01,4862
Gambia,2021-04-01,5086
Gambia,2021-05-01,5449
Gambia,2021-06-01,5405
Gambia,2021-07-01,5962
Gambia,2021-08-01,8353
Gambia,2021-09-01,9902
Gambia,2021-10-01,8127
Georgia,2020-01-01,0
Georgia,2020-02-01,0
Georgia,2020-03-01,0
Georgia,2020-04-01,104
Georgia,2020-05-01,339
Georgia,2020-06-01,410
Georgia,2020-07-01,480
Georgia,2020-08-01,542
Georgia,2020-09-01,664
Georgia,2020-10-01,4265
Georgia,2020-11-01,22454
Georgia,2020-12-01,59506
Georgia,2021-01-01,89577
Georgia,2021-02-01,94071
Georgia,2021-03-01,113354
Georgia,2021-04-01,117780
Georgia,2021-05-01,137988
Georgia,2021-06-01,152378
Georgia,2021-07-01,171782
Georgia,2021-08-01,201791
Georgia,2021-09-01,249705
Georgia,2021-10-01,224092
Germany,2020-01-01,0
Germany,2020-02-01,0
Germany,2020-03-01,3876
Germany,2020-04-01,115270
Germany,2020-05-01,242992
Germany,2020-06-01,264281
Germany,2020-07-01,281460
Germany,2020-08-01,286250
Germany,2020-09-01,281455
Germany,2020-10-01,304644
Germany,2020-11-01,393258
Germany,2020-12-01,763375
Germany,2021-01-01,1428068
Germany,2021-02-01,1824513
Germany,2021-03-01,2289398
Germany,2021-04-01,2390995
Germany,2021-05-01,2671363
Germany,2021-06-01,2700988
Germany,2021-07-01,2831911
Germany,2021-08-01,2849712
Germany,2021-09-01,2786805
Germany,2021-10-01,2266186
Ghana,2020-01-01,0
Ghana,2020-02-01,0
Ghana,2020-03-01,38
Ghana,2020-04-01,254
Ghana,2020-05-01,820
Ghana,2020-06-01,2018
Ghana,2020-07-01,4478
Ghana,2020-08-01,7284
Ghana,2020-09-01,8725
Ghana,2020-10-01,9609
Ghana,2020-11-01,9647
Ghana,2020-12-01,10201
Ghana,2021-01-01,10980
Ghana,2021-02-01,14647
Ghana,2021-03-01,21331
Ghana,2021-04-01,22914
Ghana,2021-05-01,24264
Ghana,2021-06-01,23716
Ghana,2021-07-01,25060
Ghana,2021-08-01,28701
Ghana,2021-09-01,33135
Ghana,2021-10-01,27875
Greece,2020-01-01,0
Greece,2020-02-01,0
Greece,2020-03-01,305
Greece,2020-04-01,3052
Greece,2020-05-01,4958
Greece,2020-06-01,5574
Greece,2020-07-01,6078
Greece,2020-08-01,7107
Greece,2020-09-01,9706
Greece,2020-10-01,15446
Greece,2020-11-01,38340
Greece,2020-12-01,117878
Greece,2021-01-01,167609
Greece,2021-02-01,172138
Greece,2021-03-01,224129
Greece,2021-04-01,278093
Greece,2021-05-01,352667
Greece,2021-06-01,373612
Greece,2021-07-01,397788
Greece,2021-08-01,411505
Greece,2021-09-01,429209
Greece,2021-10-01,365586
Grenada,2020-01-01,0
Grenada,2020-02-01,0
Grenada,2020-03-01,0
Grenada,2020-04-01,0
Grenada,2020-05-01,0
Grenada,2020-06-01,0
Grenada,2020-07-01,0
Grenada,2020-08-01,0
Grenada,2020-09-01,0
Grenada,2020-10-01,0
Grenada,2020-11-01,0
Grenada,2020-12-01,0
Grenada,2021-01-01,29
Grenada,2021-02-01,28
Grenada,2021-03-01,31
Grenada,2021-04-01,30
Grenada,2021-05-01,31
Grenada,2021-06-01,30
Grenada,2021-07-01,31
Grenada,2021-08-01,32
Grenada,2021-09-01,1599
Grenada,2021-10-01,4327
Guatemala,2020-01-01,0
Guatemala,2020-02-01,0
Guatemala,2020-03-01,16
Guatemala,2020-04-01,205
Guatemala,2020-05-01,1318
Guatemala,2020-06-01,12749
Guatemala,2020-07-01,42253
Guatemala,2020-08-01,73876
Guatemala,2020-09-01,90528
Guatemala,2020-10-01,107934
Guatemala,2020-11-01,118488
Guatemala,2020-12-01,139914
Guatemala,2021-01-01,161539
Guatemala,2021-02-01,170427
Guatemala,2021-03-01,205061
Guatemala,2021-04-01,214777
Guatemala,2021-05-01,243847
Guatemala,2021-06-01,257865
Guatemala,2021-07-01,305030
Guatemala,2021-08-01,346307
Guatemala,2021-09-01,385252
Guatemala,2021-10-01,339574
Guinea,2020-01-01,0
Guinea,2020-02-01,0
Guinea,2020-03-01,0
Guinea,2020-04-01,84
Guinea,2020-05-01,472
Guinea,2020-06-01,779
Guinea,2020-07-01,1205
Guinea,2020-08-01,1616
Guinea,2020-09-01,1898
Guinea,2020-10-01,2153
Guinea,2020-11-01,2235
Guinea,2020-12-01,2450
Guinea,2021-01-01,2517
Guinea,2021-02-01,2388
Guinea,2021-03-01,3271
Guinea,2021-04-01,4078
Guinea,2021-05-01,4750
Guinea,2021-06-01,4986
Guinea,2021-07-01,5831
Guinea,2021-08-01,8871
Guinea,2021-09-01,10988
Guinea,2021-10-01,9202
Guinea-Bissau,2020-01-01,0
Guinea-Bissau,2020-02-01,0
Guinea-Bissau,2020-03-01,0
Guinea-Bissau,2020-04-01,5
Guinea-Bissau,2020-05-01,133
Guinea-Bissau,2020-06-01,462
Guinea-Bissau,2020-07-01,795
Guinea-Bissau,2020-08-01,959
Guinea-Bissau,2020-09-01,1149
Guinea-Bissau,2020-10-01,1256
Guinea-Bissau,2020-11-01,1280
Guinea-Bissau,2020-12-01,1374
Guinea-Bissau,2021-01-01,1395
Guinea-Bissau,2021-02-01,1298
Guinea-Bissau,2021-03-01,1669
Guinea-Bissau,2021-04-01,1982
Guinea-Bissau,2021-05-01,2090
Guinea-Bissau,2021-06-01,2060
Guinea-Bissau,2021-07-01,2225
Guinea-Bissau,2021-08-01,2911
Guinea-Bissau,2021-09-01,3842
Guinea-Bissau,2021-10-01,3324
Guyana,2020-01-01,0
Guyana,2020-02-01,0
Guyana,2020-03-01,21
Guyana,2020-04-01,183
Guyana,2020-05-01,315
Guyana,2020-06-01,360
Guyana,2020-07-01,547
Guyana,2020-08-01,815
Guyana,2020-09-01,1769
Guyana,2020-10-01,3310
Guyana,2020-11-01,4184
Guyana,2020-12-01,4879
Guyana,2021-01-01,5262
Guyana,2021-02-01,5203
Guyana,2021-03-01,6552
Guyana,2021-04-01,7943
Guyana,2021-05-01,10578
Guyana,2021-06-01,13015
Guyana,2021-07-01,15667
Guyana,2021-08-01,17954
Guyana,2021-09-01,21063
Guyana,2021-10-01,20324
Haiti,2020-01-01,0
Haiti,2020-02-01,0
Haiti,2020-03-01,0
Haiti,2020-04-01,80
Haiti,2020-05-01,592
Haiti,2020-06-01,2118
Haiti,2020-07-01,4229
Haiti,2020-08-01,5783
Haiti,2020-09-01,6527
Haiti,2020-10-01,7145
Haiti,2020-11-01,6960
Haiti,2020-12-01,7254
Haiti,2021-01-01,7422
Haiti,2021-02-01,6903
Haiti,2021-03-01,7774
Haiti,2021-04-01,7556
Haiti,2021-05-01,8502
Haiti,2021-06-01,10784
Haiti,2021-07-01,15224
Haiti,2021-08-01,17794
Haiti,2021-09-01,17894
Haiti,2021-10-01,15405
Holy See,2020-01-01,0
Holy See,2020-02-01,0
Holy See,2020-03-01,0
Holy See,2020-04-01,0
Holy See,2020-05-01,0
Holy See,2020-06-01,0
Holy See,2020-07-01,0
Holy See,2020-08-01,0
Holy See,2020-09-01,0
Holy See,2020-10-01,0
Holy See,2020-11-01,0
Holy See,2020-12-01,0
Holy See,2021-01-01,0
Holy See,2021-02-01,0
Holy See,2021-03-01,0
Holy See,2021-04-01,0
Holy See,2021-05-01,0
Holy See,2021-06-01,0
Holy See,2021-07-01,0
Holy See,2021-08-01,0
Holy See,2021-09-01,0
Holy See,2021-10-01,0
Honduras,2020-01-01,0
Honduras,2020-02-01,0
Honduras,2020-03-01,20
Honduras,2020-04-01,1107
Honduras,2020-05-01,4322
Honduras,2020-06-01,10175
Honduras,2020-07-01,27439
Honduras,2020-08-01,49288
Honduras,2020-09-01,63714
Honduras,2020-10-01,78864
Honduras,2020-11-01,84449
Honduras,2020-12-01,93250
Honduras,2021-01-01,104033
Honduras,2021-02-01,108741
Honduras,2021-03-01,135977
Honduras,2021-04-01,147440
Honduras,2021-05-01,182802
Honduras,2021-06-01,200484
Honduras,2021-07-01,229720
Honduras,2021-08-01,260943
Honduras,2021-09-01,282020
Honduras,2021-10-01,240671
Hungary,2020-01-01,0
Hungary,2020-02-01,0
Hungary,2020-03-01,119
Hungary,2020-04-01,4482
Hungary,2020-05-01,13618
Hungary,2020-06-01,16819
Hungary,2020-07-01,18399
Hungary,2020-08-01,18820
Hungary,2020-09-01,20012
Hungary,2020-10-01,35632
Hungary,2020-11-01,95473
Hungary,2020-12-01,229099
Hungary,2021-01-01,346855
Hungary,2021-02-01,384874
Hungary,2021-03-01,543043
Hungary,2021-04-01,733442
Hungary,2021-05-01,898997
Hungary,2021-06-01,897466
Hungary,2021-07-01,930343
Hungary,2021-08-01,931322
Hungary,2021-09-01,903405
Hungary,2021-10-01,727969
Iceland,2020-01-01,0
Iceland,2020-02-01,0
Iceland,2020-03-01,27
Iceland,2020-04-01,234
Iceland,2020-05-01,310
Iceland,2020-06-01,300
Iceland,2020-07-01,310
Iceland,2020-08-01,310
Iceland,2020-09-01,300
Iceland,2020-10-01,330
Iceland,2020-11-01,689
Iceland,2020-12-01,864
Iceland,2021-01-01,899
Iceland,2021-02-01,812
Iceland,2021-03-01,899
Iceland,2021-04-01,870
Iceland,2021-05-01,905
Iceland,2021-06-01,900
Iceland,2021-07-01,930
Iceland,2021-08-01,944
Iceland,2021-09-01,990
Iceland,2021-10-01,792
India,2020-01-01,0
India,2020-02-01,0
India,2020-03-01,226
India,2020-04-01,14417
India,2020-05-01,94154
India,2020-06-01,331856
India,2020-07-01,812555
India,2020-08-01,1582152
India,2020-09-01,2476764
India,2020-10-01,3481048
India,2020-11-01,3909675
India,2020-12-01,4468751
India,2021-01-01,4714593
India,2021-02-01,4362199
India,2021-03-01,4941266
India,2021-04-01,5389224
India,2021-05-01,8510944
India,2021-06-01,11218965
India,2021-07-01,12805872
India,2021-08-01,13393101
India,2021-09-01,13320243
India,2021-10-01,10832356
Indonesia,2020-01-01,0
Indonesia,2020-02-01,0
Indonesia,2020-03-01,989
Indonesia,2020-04-01,14067
Indonesia,2020-05-01,35759
Indonesia,2020-06-01,66560
Indonesia,2020-07-01,122962
Indonesia,2020-08-01,192605
Indonesia,2020-09-01,272524
Indonesia,2020-10-01,383309
Indonesia,2020-11-01,459696
Indonesia,2020-12-01,600212
Indonesia,2021-01-01,802620
Indonesia,2021-02-01,929929
Indonesia,2021-03-01,1200707
Indonesia,2021-04-01,1296529
Indonesia,2021-05-01,1492843
Indonesia,2021-06-01,1616313
Indonesia,2021-07-01,2268677
Indonesia,2021-08-01,3638566
Indonesia,2021-09-01,4172942
Indonesia,2021-10-01,3425334
Iran,2020-01-01,0
Iran,2020-02-01,171
Iran,2020-03-01,34200
Iran,2020-04-01,141323
Iran,2020-05-01,215665
Iran,2020-06-01,273942
Iran,2020-07-01,424660
Iran,2020-08-01,604984
Iran,2020-09-01,711109
Iran,2020-10-01,934034
Iran,2020-11-01,1253550
Iran,2020-12-01,1628587
Iran,2021-01-01,1757574
Iran,2021-02-01,1652624
Iran,2021-03-01,1903718
Iran,2021-04-01,1991952
Iran,2021-05-01,2376409
Iran,2021-06-01,2470703
Iran,2021-07-01,2698205
Iran,2021-08-01,3062035
Iran,2021-09-01,3459212
Iran,2021-10-01,2954110
Iraq,2020-01-01,0
Iraq,2020-02-01,0
Iraq,2020-03-01,509
